student_id,district,al_passed,ol_passed,stream,career_interest,budget,preferred_city,hostel_required,sports_or_extracurricular,university_id,university_name,university_type,location,degree_programs,program_description,language_mediums,hostel_available,semester_fee_lkr,entry_requirements,ranking_score,international_affiliation,recommended_university_id
7631,Polonnaruwa,FALSE,FALSE,Commerce,Arts,29517,Hambantota,FALSE,TRUE,P024,Imperial College of Business Studies,Private,Colombo,BSc in Counseling Psychology,3-year program with practicum training and therapeutic techniques.,"English,Sinhala,Tamil",FALSE,165146,A/L pass or O/L pass,30,TRUE,P024
7632,Kalutara,FALSE,FALSE,Technology,Engineering,286737,Kandy,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BS in Computer Science,4-year degree with US university transfer options and coding bootcamps.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7633,Kalutara,FALSE,TRUE,Physical Science,Business,10727,Mannar,FALSE,FALSE,G011,South Eastern University of Sri Lanka,Public,Oluvil,Bachelor of Tea Technology,"Plantation management program with tasting sessions, value-added product development, and export marketing.","English,Sinhala,Tamil",FALSE,13284,Z-score,41.46,TRUE,G011
7634,Kalutara,TRUE,TRUE,Commerce,Arts,193901,Anuradhapura,TRUE,FALSE,P025,Virtusa Institute of Technology,Private,Colombo,BSc in Biotechnology,3-year Malaysian-linked program with genetic engineering labs.,"English,Sinhala,Tamil",TRUE,103598,A/L pass or O/L pass,50,FALSE,P025
7635,Matale,FALSE,FALSE,Technology,Medicine,268089,Ampara,FALSE,FALSE,P015,Lyceum Campus,Private,"Colombo, Wattala",Certificate in Graphic Design,6-month Adobe Creative Suite training.,"English,Sinhala,Tamil",FALSE,180180,A/L pass or O/L pass,33,TRUE,P015
7636,Anuradhapura,TRUE,TRUE,Technology,Engineering,118190,Gampaha,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc (Hons) in Accounting,3-year ACCA-aligned program with QuickBooks certification.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7637,Moneragala,FALSE,FALSE,Arts,Arts,84433,Polonnaruwa,FALSE,FALSE,P016,NIBM (National Institute of Business Management),Private,Colombo,Bachelor of Gemology,"Lapidary program with jewelry design workshops, gem identification, and valuation training. Includes industry placements.","English,Sinhala,Tamil",FALSE,227607,A/L pass or O/L pass,40,FALSE,P016
7638,Ampara,FALSE,FALSE,Physical Science,IT,225402,Moneragala,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc (Hons) in Data Science,3-year AI/ML focused program with Python/R training and corporate analytics projects.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7639,Mannar,FALSE,FALSE,Technology,Agriculture,50827,Nuwara Eliya,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Finance,3-year CFA-recognized program with Bloomberg Terminal training.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7640,Anuradhapura,TRUE,TRUE,Technology,Agriculture,157051,Colombo,FALSE,FALSE,G002,University of Sri Jayewardenepura,Public,Nugegoda,Diploma in Early Childhood Education,1-year program with Montessori training and preschool internships.,"English,Sinhala,Tamil",FALSE,13611,Z-score,68.26,FALSE,G002
7641,Mullaitivu,FALSE,FALSE,Physical Science,Design,121975,Vavuniya,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Psychology,3-year behavioral science degree with counseling training.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7642,Nuwara Eliya,TRUE,TRUE,Arts,Design,46926,Nuwara Eliya,FALSE,FALSE,P021,AIMS Institute,Private,Colombo,Online MBA,Flexible executive business program with global focus.,"English,Sinhala,Tamil",FALSE,74011,A/L pass or O/L pass,30,TRUE,P021
7643,Kurunegala,FALSE,TRUE,Technology,Medicine,217671,Ampara,TRUE,TRUE,G001,University of Peradeniya,Public,Peradeniya,BBA in Human Resource Management,3-year degree with organizational behavior studies and HR analytics.,"English,Sinhala,Tamil",TRUE,13650,Z-score,65.77,TRUE,G001
7644,Batticaloa,TRUE,TRUE,Technology,Arts,202131,Moneragala,FALSE,FALSE,P015,Lyceum Campus,Private,"Colombo, Wattala",Bachelor of Environmental Sci.,"Sustainability program with waste-to-energy research, GIS applications, and pollution monitoring.","English,Sinhala,Tamil",FALSE,180180,A/L pass or O/L pass,33,TRUE,P015
7645,Colombo,FALSE,FALSE,Commerce,Design,27577,Polonnaruwa,FALSE,FALSE,P010,Sri Lanka International Buddhist Academy (SIBA),Private,"Pallekele, Kandy",BA (Hons) in Law,3-year legal studies program with moot court competitions and Supreme Court internships.,"English,Sinhala,Tamil",FALSE,201901,A/L pass or O/L pass,25,TRUE,P010
7646,Kalutara,FALSE,FALSE,Biological Science,Arts,280475,Mannar,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Forestry,"Biodiversity conservation program with Knuckles Range fieldwork, GIS mapping of endangered species, and sustainable timber management. Includes certifications in forest fire management.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7647,Anuradhapura,FALSE,FALSE,Biological Science,IT,264752,Anuradhapura,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Philosophy,"Comparative religion program with Buddhist philosophy, ethics, and interfaith studies.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7648,Colombo,FALSE,FALSE,Biological Science,Arts,289616,Kandy,FALSE,FALSE,P017,Chartered Accountants Institute (CA Sri Lanka),Private,Colombo,Bachelor of Computer Engineering,Hardware/software integration program with AI/ML specializations. Includes rural tech development projects and industry certifications.,"English,Sinhala,Tamil",FALSE,196629,A/L pass or O/L pass,50,FALSE,P017
7649,Nuwara Eliya,TRUE,TRUE,Technology,Medicine,74350,Colombo,TRUE,TRUE,P002,Informatics Institute of Technology (IIT),Private,Colombo,BBA in Management,3-year UK-linked program with HR/Marketing/Entrepreneurship tracks. Features Bloomberg Terminal training and John Keells internships.,"English,Sinhala,Tamil",TRUE,68711,A/L pass or O/L pass,48,TRUE,P002
7650,Mullaitivu,FALSE,FALSE,Arts,IT,51405,Hambantota,TRUE,FALSE,P027,University of Central Lancashire (UCLan) Sri Lanka,Private,Colombo,BSc in IT,3-year program with networking fundamentals and web development projects.,"English,Sinhala,Tamil",TRUE,41811,A/L pass or O/L pass,60,FALSE,P027
7651,Kilinochchi,FALSE,TRUE,Commerce,Law,201474,Ratnapura,TRUE,TRUE,P003,Royal Institute of Colombo (RIC),Private,Colombo,Bachelor of Microbiology,Medical microbiology program with BSL-3 lab for infectious disease research. Includes antimicrobial resistance studies and hospital collaborations.,"English,Sinhala,Tamil",TRUE,192705,A/L pass or O/L pass,47.5,TRUE,P003
7652,Badulla,TRUE,TRUE,Arts,Design,190658,Matale,FALSE,TRUE,P020,City School of Architecture (CSA),Private,Colombo,Bachelor of Medicine (MBBS),"5-year comprehensive medical program featuring clinical rotations at National Hospital Colombo (Sri Lanka's largest teaching hospital), research electives in tropical medicine, state-of-the-art simulation labs, and preparation for Sri Lanka Medical Council licensing. Includes cadaver dissection labs and community medicine projects in rural areas.","English,Sinhala,Tamil",FALSE,10916,A/L pass or O/L pass,45,TRUE,P020
7653,Matale,FALSE,FALSE,Physical Science,IT,134377,Mullaitivu,TRUE,FALSE,P023,SLIATE Affiliated Private Colleges,Private,Various,Certificate in Digital Marketing,6-month program with Google/Facebook certification.,"English,Sinhala,Tamil",TRUE,148909,A/L pass or O/L pass,30,FALSE,P023
7654,Ampara,FALSE,FALSE,Commerce,IT,205379,Galle,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Diploma in Medical Laboratory Science,2-year diagnostic technology program.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7655,Vavuniya,FALSE,FALSE,Biological Science,Business,203833,Colombo,FALSE,TRUE,P006,ICBT Campus,Private,"Colombo, Kandy, Kurunegala, Matara",Bachelor of Islamic Banking,"Sharia-compliant finance program with Islamic economics, microfinance, and banking regulations.","English,Sinhala,Tamil",FALSE,180702,A/L pass or O/L pass,38,TRUE,P006
7656,Moneragala,FALSE,FALSE,Technology,Engineering,228183,Kandy,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Human Resource Management,3-year HR degree with labor law training.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7657,Matale,FALSE,FALSE,Technology,Agriculture,79788,Ratnapura,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Marketing,3-year digital marketing program with Google/HubSpot certification.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7658,Nuwara Eliya,FALSE,FALSE,Physical Science,Medicine,60934,Gampaha,FALSE,FALSE,P013,ANC Education,Private,"Colombo, Kandy",Diploma in Landscape Architecture,2-year outdoor design course.,"English,Sinhala,Tamil",FALSE,230594,A/L pass or O/L pass,42,TRUE,P013
7659,Anuradhapura,TRUE,TRUE,Biological Science,Design,257111,Ampara,FALSE,TRUE,P013,ANC Education,Private,"Colombo, Kandy",Bachelor of Pali,"Ancient language program with text translation, philology, and comparative linguistics.","English,Sinhala,Tamil",FALSE,230594,A/L pass or O/L pass,42,TRUE,P013
7660,Trincomalee,FALSE,TRUE,Physical Science,Medicine,96046,Kalutara,FALSE,TRUE,P007,ESOFT Metro Campus,Private,"Colombo, Kandy, Galle, Negombo",Bachelor of Data Science,"AI/ML applications program with Python/R training, Tableau/Power BI certs, and hackathons with Dialog Axiata. Includes big data analytics projects.","English,Sinhala,Tamil",FALSE,85023,A/L pass or O/L pass,30,TRUE,P007
7661,Galle,FALSE,TRUE,Physical Science,IT,49954,Moneragala,FALSE,TRUE,P007,ESOFT Metro Campus,Private,"Colombo, Kandy, Galle, Negombo",Diploma in IT,2-year technical program with CCNA/Microsoft fundamentals.,"English,Sinhala,Tamil",FALSE,85023,A/L pass or O/L pass,30,TRUE,P007
7662,Kilinochchi,TRUE,TRUE,Technology,Design,292841,Nuwara Eliya,TRUE,FALSE,G001,University of Peradeniya,Public,Peradeniya,Bachelor of Electrical Engineering,"Smart grid and renewable energy program with SCADA labs, power electronics, and 6-month placements at CEB/LTL Holdings. Prepares for Chartered Engineer status.","English,Sinhala,Tamil",TRUE,13650,Z-score,65.77,TRUE,G001
7663,Anuradhapura,FALSE,FALSE,Technology,Engineering,209565,Kandy,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Animal Science,"Poultry program with vaccine development, nutrition research, and breeding technologies.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7664,Vavuniya,FALSE,TRUE,Biological Science,Arts,270232,Matale,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Diploma in Digital Marketing,1-year program with Google Analytics certification and live client projects.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7665,Moneragala,FALSE,FALSE,Biological Science,Design,188953,Mullaitivu,FALSE,FALSE,P010,Sri Lanka International Buddhist Academy (SIBA),Private,"Pallekele, Kandy",Diploma in Meditation,1-year certification program with therapeutic applications training.,"English,Sinhala,Tamil",FALSE,201901,A/L pass or O/L pass,25,TRUE,P010
7666,Ratnapura,TRUE,TRUE,Biological Science,IT,90920,Nuwara Eliya,FALSE,FALSE,G009,Wayamba University of Sri Lanka,Public,Kuliyapitiya,Diploma in Hospitality,2-year Swiss-modeled program with Shangri-La Colombo internships.,"English,Sinhala,Tamil",FALSE,11878,Z-score,46.12,TRUE,G009
7667,Kalutara,FALSE,FALSE,Commerce,Business,15005,Anuradhapura,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Network Computing,3-year program with CCNA/CompTIA preparation. Features enterprise Cisco labs.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7668,Gampaha,TRUE,TRUE,Technology,Arts,172710,Kegalle,TRUE,FALSE,G008,Sabaragamuwa University of Sri Lanka,Public,Belihuloya,Bachelor of Indigenous Medicine,Traditional healing program with Ayurveda/Siddha integration. Includes herbal garden practicums.,"English,Sinhala,Tamil",TRUE,9839,Z-score,44.46,FALSE,G008
7669,Gampaha,FALSE,FALSE,Commerce,Business,82672,Kalutara,FALSE,TRUE,P018,Aquinas College of Higher Studies,Private,Colombo,Bachelor of Animal Science,"Dairy technology program with livestock research center, vaccine development, and AI breeding techniques.","English,Sinhala,Tamil",FALSE,98257,A/L pass or O/L pass,25,TRUE,P018
7670,Kilinochchi,FALSE,FALSE,Technology,Law,289705,Matara,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Maritime Studies,3-year naval architecture program approved by Sri Lanka Ports Authority. Features ship design software.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7671,Kalutara,FALSE,TRUE,Technology,Arts,270235,Colombo,FALSE,TRUE,G011,South Eastern University of Sri Lanka,Public,Oluvil,BA in Buddhist Philosophy,3-year Pali and Buddhist studies program with meditation retreats and temple visits.,"English,Sinhala,Tamil",FALSE,13284,Z-score,41.46,TRUE,G011
7672,Hambantota,FALSE,TRUE,Arts,Arts,113858,Vavuniya,FALSE,TRUE,G006,University of Jaffna,Public,Jaffna,Bachelor of Medical Lab Science,Diagnostic technology program with hematology/microbiology labs. Includes hospital instrumentation training.,"English,Sinhala,Tamil",FALSE,13491,Z-score,50.79,FALSE,G006
7673,Kurunegala,TRUE,TRUE,Arts,IT,21210,Galle,FALSE,FALSE,P029,University of West London (UWL) Sri Lanka,Private,Colombo,BA (Hons) Tourism,3-year UNWTO-certified hospitality degree with Jetwing placements.,"English,Sinhala,Tamil",FALSE,12003,A/L pass or O/L pass,55,FALSE,P029
7674,Kilinochchi,FALSE,FALSE,Physical Science,Design,72580,Kandy,FALSE,TRUE,P013,ANC Education,Private,"Colombo, Kandy",BSc in Psychology,3-year behavioral science program with clinical observations.,"English,Sinhala,Tamil",FALSE,230594,A/L pass or O/L pass,42,TRUE,P013
7675,Kilinochchi,FALSE,FALSE,Physical Science,Design,102604,Batticaloa,TRUE,FALSE,P012,Kaatsu International University,Private,Colombo,BSc in Software Engineering,3-year degree with full-stack development training and agile methodologies.,"English,Sinhala,Tamil",TRUE,109353,A/L pass or O/L pass,20,FALSE,P012
7676,Jaffna,TRUE,TRUE,Biological Science,IT,243522,Moneragala,TRUE,TRUE,P023,SLIATE Affiliated Private Colleges,Private,Various,Bachelor of Music,"Carnatic/Western program with performance training, composition, and music technology.","English,Sinhala,Tamil",TRUE,148909,A/L pass or O/L pass,30,FALSE,P023
7677,Gampaha,FALSE,FALSE,Commerce,Law,243393,Kegalle,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BS in Biology,4-year pre-medical program with research opportunities and lab rotations.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7678,Batticaloa,FALSE,TRUE,Arts,Design,48056,Nuwara Eliya,TRUE,FALSE,P028,Cardiff Metropolitan University (CMU) Sri Lanka,Private,Colombo,Bachelor of Arabic,"Translation program with interpretation training, Quranic studies, and diplomatic Arabic.","English,Sinhala,Tamil",TRUE,205744,A/L pass or O/L pass,58,TRUE,P028
7679,Galle,FALSE,FALSE,Physical Science,Agriculture,151904,Mannar,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Fisheries,"Aquaculture program with hatchery management, seafood safety training, and mariculture technologies. Includes industry placements.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7680,Moneragala,FALSE,FALSE,Technology,Business,142126,Galle,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc (Hons) in Artificial Intelligence,3-year degree with machine learning projects and NVIDIA GPU labs.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7681,Vavuniya,TRUE,TRUE,Physical Science,Business,162577,Kurunegala,FALSE,TRUE,G002,University of Sri Jayewardenepura,Public,Nugegoda,BSc (Hons) in Cloud Computing,3-year program with AWS/Azure certifications and DevOps training.,"English,Sinhala,Tamil",FALSE,13611,Z-score,68.26,FALSE,G002
7682,Polonnaruwa,FALSE,FALSE,Technology,Agriculture,89347,Hambantota,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Architecture,"5-year RIBA-recognized program with sustainable design studio (LEED prep), bamboo construction workshops, and Port City projects. Includes international exchanges and portfolio development.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7683,Matale,FALSE,FALSE,Physical Science,IT,284708,Galle,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc (Hons) in Computer Systems Engineering,4-year program combining hardware/software development with robotics labs and IoT projects. Prepares for Cisco/Microsoft certifications with placements at tech manufacturers.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
7684,Moneragala,TRUE,TRUE,Commerce,Arts,152874,Gampaha,FALSE,TRUE,G010,Eastern University of Sri Lanka,Public,Vantharumoolai,Bachelor of Fine Arts,"Digital/media arts program with animation, graphic design, and gallery management training.","English,Sinhala,Tamil",FALSE,12064,Z-score,46.2,FALSE,G010
7685,Puttalam,FALSE,TRUE,Biological Science,Arts,114055,Kalutara,FALSE,FALSE,G009,Wayamba University of Sri Lanka,Public,Kuliyapitiya,BSc (Hons) in IT,"4-year UK-accredited degree with specializations in Software Engineering, Data Science, and Cybersecurity. Features Cisco networking labs, 6-month internships at companies like Virtusa, and AWS/Google Cloud certifications. Includes capstone projects with industry partners.","English,Sinhala,Tamil",FALSE,11878,Z-score,46.12,TRUE,G009
